Match Number,Round Number,Date,Location,Home Team,Away Team,Home Score,Away Score,Result,
865,17,26-02-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,108,94,Cleveland Cavaliers,
866,17,26-02-2020 18:00,Capital One Arena,Washington Wizards,Brooklyn Nets,110,106,Washington Wizards,
867,17,26-02-2020 18:30,State Farm Arena,Atlanta Hawks,Orlando Magic,120,130,Orlando Magic,
868,17,26-02-2020 18:30,American Airlines Arena,Miami Heat,Minnesota Timberwolves,126,129,Minnesota Timberwolves,
870,17,26-02-2020 19:00,Toyota Center,Houston Rockets,Memphis Grizzlies,140,112,Houston Rockets,
869,17,26-02-2020 19:30,AT&T Center,San Antonio Spurs,Dallas Mavericks,103,109,Dallas Mavericks,
871,17,26-02-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,LA Clippers,92,102,LA Clippers,
872,17,26-02-2020 21:30,Vivint Smart Home Arena,Utah Jazz,Boston Celtics,103,114,Boston Celtics,
873,18,27-02-2020 18:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,115,106,Philadelphia 76ers,
874,18,27-02-2020 19:00,Bankers Life Fieldhouse,Indiana Pacers,Portland Trail Blazers,106,100,Indiana Pacers,
875,18,27-02-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,Sacramento Kings,112,108,Oklahoma City Thunder,
876,18,27-02-2020 21:30,Chase Center,Golden State Warriors,Los Angeles Lakers,86,116,Los Angeles Lakers,
877,18,28-02-2020 18:00,Amway Center,Orlando Magic,Minnesota Timberwolves,136,125,Orlando Magic,
878,18,28-02-2020 18:30,State Farm Arena,Atlanta Hawks,Brooklyn Nets,141,118,Atlanta Hawks,
879,18,28-02-2020 18:30,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,96,99,Charlotte Hornets,
880,18,28-02-2020 19:00,American Airlines Arena,Miami Heat,Dallas Mavericks,126,118,Miami Heat,
881,18,28-02-2020 19:00,FedExForum,Memphis Grizzlies,Sacramento Kings,101,104,Sacramento Kings,
882,18,28-02-2020 19:00,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,133,86,Milwaukee Bucks,
883,18,28-02-2020 19:00,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,116,104,New Orleans Pelicans,
884,18,28-02-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Detroit Pistons,111,113,Detroit Pistons,
885,18,28-02-2020 20:00,Vivint Smart Home Arena,Utah Jazz,Washington Wizards,129,119,Utah Jazz,
886,18,28-02-2020 21:30,Staples Center,LA Clippers,Denver Nuggets,132,103,LA Clippers,
887,18,29-02-2020 16:00,Madison Square Garden,New York Knicks,Chicago Bulls,125,115,New York Knicks,
888,18,29-02-2020 18:30,State Farm Arena,Atlanta Hawks,Portland Trail Blazers,129,117,Atlanta Hawks,
889,18,29-02-2020 18:30,American Airlines Arena,Miami Heat,Brooklyn Nets,116,113,Miami Heat,
890,18,29-02-2020 19:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,104,113,Indiana Pacers,
891,18,29-02-2020 19:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,105,88,Memphis Grizzlies,
892,18,29-02-2020 19:30,TD Garden,Boston Celtics,Houston Rockets,110,111,Houston Rockets,
893,18,29-02-2020 19:30,AT&T Center,San Antonio Spurs,Orlando Magic,114,113,San Antonio Spurs,
894,18,29-02-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Golden State Warriors,99,115,Golden State Warriors,
895,18,01-03-2020 12:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,85,93,Milwaukee Bucks,
896,18,01-03-2020 14:30,Target Center,Minnesota Timberwolves,Dallas Mavericks,91,111,Dallas Mavericks,
897,18,01-03-2020 14:30,Staples Center,LA Clippers,Philadelphia 76ers,136,130,LA Clippers,
898,18,01-03-2020 17:00,Pepsi Center,Denver Nuggets,Toronto Raptors,133,118,Denver Nuggets,
899,18,01-03-2020 17:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,106,100,Sacramento Kings,
900,18,01-03-2020 19:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,114,122,Los Angeles Lakers,
901,18,01-03-2020 19:30,Chase Center,Golden State Warriors,Washington Wizards,110,124,Washington Wizards,
902,18,02-03-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,113,126,Utah Jazz,
903,18,02-03-2020 18:00,Madison Square Garden,New York Knicks,Houston Rockets,125,123,New York Knicks,
904,18,02-03-2020 18:00,Amway Center,Orlando Magic,Portland Trail Blazers,107,130,Portland Trail Blazers,
905,18,02-03-2020 18:30,State Farm Arena,Atlanta Hawks,Memphis Grizzlies,88,127,Memphis Grizzlies,
906,18,02-03-2020 18:30,American Airlines Arena,Miami Heat,Milwaukee Bucks,105,89,Miami Heat,
907,18,02-03-2020 19:00,United Center,Chicago Bulls,Dallas Mavericks,109,107,Chicago Bulls,
908,18,02-03-2020 19:30,AT&T Center,San Antonio Spurs,Indiana Pacers,111,116,Indiana Pacers,
909,18,03-03-2020 18:00,Spectrum Center,Charlotte Hornets,San Antonio Spurs,103,104,San Antonio Spurs,
910,18,03-03-2020 18:30,TD Garden,Boston Celtics,Brooklyn Nets,120,129,Brooklyn Nets,
911,18,03-03-2020 19:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,134,139,Minnesota Timberwolves,
912,18,03-03-2020 19:00,Chesapeake Energy Arena,Oklahoma City Thunder,LA Clippers,94,109,LA Clippers,
913,18,03-03-2020 20:00,Pepsi Center,Denver Nuggets,Golden State Warriors,100,116,Golden State Warriors,
914,18,03-03-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Toronto Raptors,114,123,Toronto Raptors,
915,18,03-03-2020 21:00,Staples Center,Los Angeles Lakers,Philadelphia 76ers,120,107,Los Angeles Lakers,
916,18,03-03-2020 21:00,Golden 1 Center,Sacramento Kings,Washington Wizards,133,126,Sacramento Kings,
917,18,04-03-2020 18:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,106,112,Boston Celtics,
918,18,04-03-2020 18:00,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,107,114,Oklahoma City Thunder,
924,18,04-03-2020 18:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,119,100,Milwaukee Bucks,
919,18,04-03-2020 18:30,American Airlines Arena,Miami Heat,Orlando Magic,116,113,Miami Heat,
920,18,04-03-2020 18:30,Barclays Center,Brooklyn Nets,Memphis Grizzlies,79,118,Memphis Grizzlies,
921,18,04-03-2020 18:30,Madison Square Garden,New York Knicks,Utah Jazz,104,112,Utah Jazz,
922,18,04-03-2020 19:00,Target Center,Minnesota Timberwolves,Chicago Bulls,115,108,Minnesota Timberwolves,
923,18,04-03-2020 20:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,127,123,Dallas Mavericks,
925,18,04-03-2020 21:00,Moda Center,Portland Trail Blazers,Washington Wizards,125,104,Portland Trail Blazers,
926,19,05-03-2020 18:00,Spectrum Center,Charlotte Hornets,Denver Nuggets,112,114,Denver Nuggets,
927,19,05-03-2020 19:00,Toyota Center,Houston Rockets,LA Clippers,105,120,LA Clippers,
928,19,05-03-2020 21:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,108,125,Philadelphia 76ers,
929,19,05-03-2020 21:30,Chase Center,Golden State Warriors,Toronto Raptors,113,121,Toronto Raptors,
930,19,06-03-2020 18:00,Capital One Arena,Washington Wizards,Atlanta Hawks,118,112,Washington Wizards,
931,19,06-03-2020 18:30,Barclays Center,Brooklyn Nets,San Antonio Spurs,139,120,Brooklyn Nets,
932,19,06-03-2020 18:30,Madison Square Garden,New York Knicks,Oklahoma City Thunder,103,126,Oklahoma City Thunder,
933,19,06-03-2020 19:00,TD Garden,Boston Celtics,Utah Jazz,94,99,Utah Jazz,
934,19,06-03-2020 19:00,United Center,Chicago Bulls,Indiana Pacers,102,108,Indiana Pacers,
935,19,06-03-2020 19:00,Target Center,Minnesota Timberwolves,Orlando Magic,118,132,Orlando Magic,
936,19,06-03-2020 19:00,Smoothie King Center,New Orleans Pelicans,Miami Heat,110,104,New Orleans Pelicans,
937,19,06-03-2020 19:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,121,96,Dallas Mavericks,
938,19,06-03-2020 20:00,Talking Stick Resort Arena,Phoenix Suns,Portland Trail Blazers,127,117,Phoenix Suns,
939,19,06-03-2020 21:30,Staples Center,Los Angeles Lakers,Milwaukee Bucks,113,103,Los Angeles Lakers,
940,19,07-03-2020 16:00,Spectrum Center,Charlotte Hornets,Houston Rockets,108,99,Charlotte Hornets,
941,19,07-03-2020 18:00,Little Caesars Arena,Detroit Pistons,Utah Jazz,105,111,Utah Jazz,
942,19,07-03-2020 18:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Denver Nuggets,104,102,Cleveland Cavaliers,
943,19,07-03-2020 19:00,FedExForum,Memphis Grizzlies,Atlanta Hawks,118,101,Memphis Grizzlies,
944,19,07-03-2020 19:30,Chase Center,Golden State Warriors,Philadelphia 76ers,118,114,Golden State Warriors,
945,19,07-03-2020 21:00,Moda Center,Portland Trail Blazers,Sacramento Kings,111,123,Sacramento Kings,
946,19,08-03-2020 14:00,Barclays Center,Brooklyn Nets,Chicago Bulls,110,107,Brooklyn Nets,
947,19,08-03-2020 14:30,Target Center,Minnesota Timberwolves,New Orleans Pelicans,107,120,New Orleans Pelicans,
948,19,08-03-2020 14:30,Staples Center,LA Clippers,Los Angeles Lakers,103,112,Los Angeles Lakers,
949,19,08-03-2020 17:00,TD Garden,Boston Celtics,Oklahoma City Thunder,104,105,Oklahoma City Thunder,
950,19,08-03-2020 17:00,Talking Stick Resort Arena,Phoenix Suns,Milwaukee Bucks,140,131,Phoenix Suns,
