Date,Home Team,Away Team,Home Score,Away Score,Result
03/07/2024,New York Yankees,Cincinnati Reds,2,3,Cincinnati Reds
03/07/2024,Toronto Blue Jays,Houston Astros,2,9,Houston Astros
03/07/2024,Atlanta Braves,San Francisco Giants,3,1,Atlanta Braves
03/07/2024,Texas Rangers,San Diego Padres,4,6,San Diego Padres
03/07/2024,Chicago Cubs,Philadelphia Phillies,3,5,Philadelphia Phillies
03/07/2024,Kansas City Royals,Tampa Bay Rays,4,2,Kansas City Royals
03/07/2024,Minnesota Twins,Detroit Tigers,2,9,Detroit Tigers
03/07/2024,Colorado Rockies,Milwaukee Brewers,0,3,Milwaukee Brewers
03/07/2024,Oakland Athletics,Los Angeles Angels,5,0,Oakland Athletics
03/07/2024,Los Angeles Dodgers,Arizona Diamondbacks,4,12,Arizona Diamondbacks
03/07/2024,Seattle Mariners,Baltimore Orioles,1,4,Baltimore Orioles
04/07/2024,Washington Nationals,New York Mets,1,0,Washington Nationals
04/07/2024,Pittsburgh Pirates,St. Louis Cardinals,2,3,St. Louis Cardinals
04/07/2024,New York Yankees,Cincinnati Reds,4,8,Cincinnati Reds
04/07/2024,Toronto Blue Jays,Houston Astros,3,5,Houston Astros
04/07/2024,Cleveland Guardians,Chicago White Sox,8,4,Cleveland Guardians
04/07/2024,Miami Marlins,Boston Red Sox,5,6,Boston Red Sox
04/07/2024,Minnesota Twins,Detroit Tigers,12,3,Minnesota Twins
04/07/2024,Chicago Cubs,Philadelphia Phillies,10,2,Chicago Cubs
04/07/2024,Texas Rangers,San Diego Padres,1,3,San Diego Padres
04/07/2024,Oakland Athletics,Los Angeles Angels,5,0,Oakland Athletics
04/07/2024,Seattle Mariners,Baltimore Orioles,7,3,Seattle Mariners
04/07/2024,Atlanta Braves,San Francisco Giants,2,4,San Francisco Giants
04/07/2024,Kansas City Royals,Tampa Bay Rays,8,10,Tampa Bay Rays
04/07/2024,Colorado Rockies,Milwaukee Brewers,4,3,Colorado Rockies
04/07/2024,Los Angeles Dodgers,Arizona Diamondbacks,3,9,Arizona Diamondbacks
05/07/2024,Chicago Cubs,Los Angeles Angels,5,1,Chicago Cubs
05/07/2024,Pittsburgh Pirates,New York Mets,14,2,Pittsburgh Pirates
05/07/2024,Washington Nationals,St. Louis Cardinals,6,7,St. Louis Cardinals
05/07/2024,New York Yankees,Boston Red Sox,3,5,Boston Red Sox
05/07/2024,Cincinnati Reds,Detroit Tigers,4,5,Detroit Tigers
05/07/2024,Cleveland Guardians,San Francisco Giants,2,4,San Francisco Giants
05/07/2024,Miami Marlins,Chicago White Sox,2,3,Chicago White Sox
05/07/2024,Atlanta Braves,Philadelphia Phillies,6,8,Philadelphia Phillies
05/07/2024,Texas Rangers,Tampa Bay Rays,3,0,Texas Rangers
05/07/2024,Colorado Rockies,Kansas City Royals,4,2,Colorado Rockies
05/07/2024,Minnesota Twins,Houston Astros,12,13,Houston Astros
05/07/2024,Oakland Athletics,Baltimore Orioles,2,3,Baltimore Orioles
05/07/2024,San Diego Padres,Arizona Diamondbacks,10,8,San Diego Padres
05/07/2024,Seattle Mariners,Toronto Blue Jays,2,1,Seattle Mariners
05/07/2024,Los Angeles Dodgers,Milwaukee Brewers,8,5,Los Angeles Dodgers
06/07/2024,New York Yankees,Boston Red Sox,14,4,New York Yankees
06/07/2024,Minnesota Twins,Houston Astros,9,3,Minnesota Twins
06/07/2024,Chicago Cubs,Los Angeles Angels,0,7,Los Angeles Angels
06/07/2024,Pittsburgh Pirates,New York Mets,2,5,New York Mets
06/07/2024,Washington Nationals,St. Louis Cardinals,14,6,Washington Nationals
06/07/2024,Texas Rangers,Tampa Bay Rays,4,3,Texas Rangers
06/07/2024,Oakland Athletics,Baltimore Orioles,19,8,Oakland Athletics
06/07/2024,Cincinnati Reds,Detroit Tigers,3,5,Detroit Tigers
06/07/2024,Cleveland Guardians,San Francisco Giants,5,4,Cleveland Guardians
06/07/2024,Seattle Mariners,Toronto Blue Jays,4,5,Toronto Blue Jays
06/07/2024,Miami Marlins,Chicago White Sox,4,3,Miami Marlins
06/07/2024,Atlanta Braves,Philadelphia Phillies,5,1,Atlanta Braves
06/07/2024,Los Angeles Dodgers,Milwaukee Brewers,5,3,Los Angeles Dodgers
06/07/2024,Colorado Rockies,Kansas City Royals,3,1,Colorado Rockies
06/07/2024,San Diego Padres,Arizona Diamondbacks,5,7,Arizona Diamondbacks
07/07/2024,Pittsburgh Pirates,New York Mets,2,3,New York Mets
07/07/2024,Washington Nationals,St. Louis Cardinals,3,8,St. Louis Cardinals
07/07/2024,Atlanta Braves,Philadelphia Phillies,6,0,Atlanta Braves
07/07/2024,Cincinnati Reds,Detroit Tigers,1,5,Detroit Tigers
07/07/2024,Cleveland Guardians,San Francisco Giants,5,4,Cleveland Guardians
07/07/2024,Miami Marlins,Chicago White Sox,7,4,Miami Marlins
07/07/2024,Minnesota Twins,Houston Astros,3,2,Minnesota Twins
07/07/2024,Chicago Cubs,Los Angeles Angels,5,0,Chicago Cubs
07/07/2024,Texas Rangers,Tampa Bay Rays,13,2,Texas Rangers
07/07/2024,Colorado Rockies,Kansas City Royals,1,10,Kansas City Royals
07/07/2024,Oakland Athletics,Baltimore Orioles,3,6,Baltimore Orioles
07/07/2024,San Diego Padres,Arizona Diamondbacks,1,9,Arizona Diamondbacks
07/07/2024,Seattle Mariners,Toronto Blue Jays,4,5,Toronto Blue Jays
07/07/2024,Los Angeles Dodgers,Milwaukee Brewers,2,9,Milwaukee Brewers
07/07/2024,New York Yankees,Boston Red Sox,0,3,Boston Red Sox
08/07/2024,Pittsburgh Pirates,New York Mets,8,2,Pittsburgh Pirates
08/07/2024,Washington Nationals,St. Louis Cardinals,0,6,St. Louis Cardinals
08/07/2024,Detroit Tigers,Cleveland Guardians,1,0,Detroit Tigers
08/07/2024,Cincinnati Reds,Colorado Rockies,6,0,Cincinnati Reds
08/07/2024,Chicago White Sox,Minnesota Twins,6,8,Minnesota Twins
08/07/2024,Los Angeles Angels,Texas Rangers,4,9,Texas Rangers
08/07/2024,Arizona Diamondbacks,Atlanta Braves,4,5,Atlanta Braves
09/07/2024,Baltimore Orioles,Chicago Cubs,2,9,Chicago Cubs
09/07/2024,Detroit Tigers,Cleveland Guardians,8,9,Cleveland Guardians
09/07/2024,Philadelphia Phillies,Los Angeles Dodgers,10,1,Philadelphia Phillies
09/07/2024,Tampa Bay Rays,New York Yankees,5,3,Tampa Bay Rays
09/07/2024,Cincinnati Reds,Colorado Rockies,12,6,Cincinnati Reds
09/07/2024,New York Mets,Washington Nationals,7,5,New York Mets
09/07/2024,Boston Red Sox,Oakland Athletics,12,9,Boston Red Sox
09/07/2024,Houston Astros,Miami Marlins,4,3,Houston Astros
09/07/2024,Milwaukee Brewers,Pittsburgh Pirates,2,12,Pittsburgh Pirates
09/07/2024,Los Angeles Angels,Texas Rangers,4,5,Texas Rangers
09/07/2024,San Diego Padres,Seattle Mariners,3,8,Seattle Mariners
09/07/2024,Arizona Diamondbacks,Atlanta Braves,2,6,Atlanta Braves
09/07/2024,San Francisco Giants,Toronto Blue Jays,4,3,San Francisco Giants
10/07/2024,St. Louis Cardinals,Kansas City Royals,4,6,Kansas City Royals
10/07/2024,Chicago White Sox,Minnesota Twins,3,1,Chicago White Sox
10/07/2024,Chicago White Sox,Minnesota Twins,2,3,Minnesota Twins
10/07/2024,Baltimore Orioles,Chicago Cubs,0,4,Chicago Cubs
10/07/2024,Detroit Tigers,Cleveland Guardians,5,4,Detroit Tigers
10/07/2024,San Diego Padres,Seattle Mariners,0,2,Seattle Mariners
10/07/2024,Tampa Bay Rays,New York Yankees,1,2,New York Yankees
10/07/2024,Philadelphia Phillies,Los Angeles Dodgers,4,3,Philadelphia Phillies
10/07/2024,Cincinnati Reds,Colorado Rockies,5,6,Colorado Rockies
10/07/2024,New York Mets,Washington Nationals,6,2,New York Mets
10/07/2024,Boston Red Sox,Oakland Athletics,2,5,Oakland Athletics
10/07/2024,St. Louis Cardinals,Kansas City Royals,5,8,Kansas City Royals
10/07/2024,Houston Astros,Miami Marlins,9,1,Houston Astros
10/07/2024,Milwaukee Brewers,Pittsburgh Pirates,9,0,Milwaukee Brewers
10/07/2024,Los Angeles Angels,Texas Rangers,7,2,Los Angeles Angels
10/07/2024,Arizona Diamondbacks,Atlanta Braves,7,5,Arizona Diamondbacks
10/07/2024,San Francisco Giants,Toronto Blue Jays,6,10,Toronto Blue Jays
11/07/2024,Cincinnati Reds,Colorado Rockies,8,1,Cincinnati Reds
11/07/2024,Detroit Tigers,Cleveland Guardians,10,1,Detroit Tigers
11/07/2024,New York Mets,Washington Nationals,7,0,New York Mets
11/07/2024,Milwaukee Brewers,Pittsburgh Pirates,0,1,Pittsburgh Pirates
11/07/2024,San Francisco Giants,Toronto Blue Jays,3,5,Toronto Blue Jays
11/07/2024,Philadelphia Phillies,Los Angeles Dodgers,5,1,Philadelphia Phillies
11/07/2024,Baltimore Orioles,Chicago Cubs,0,8,Chicago Cubs
11/07/2024,Tampa Bay Rays,New York Yankees,5,4,Tampa Bay Rays
11/07/2024,Boston Red Sox,Oakland Athletics,7,0,Boston Red Sox
11/07/2024,Houston Astros,Miami Marlins,6,3,Houston Astros
11/07/2024,Los Angeles Angels,Seattle Mariners,0,11,Seattle Mariners
11/07/2024,Arizona Diamondbacks,Atlanta Braves,1,0,Arizona Diamondbacks
12/07/2024,Detroit Tigers,Los Angeles Dodgers,3,4,Los Angeles Dodgers
12/07/2024,Philadelphia Phillies,Oakland Athletics,2,6,Oakland Athletics
12/07/2024,Tampa Bay Rays,Cleveland Guardians,2,0,Tampa Bay Rays
12/07/2024,Baltimore Orioles,New York Yankees,1,4,New York Yankees
12/07/2024,Boston Red Sox,Kansas City Royals,1,6,Kansas City Royals
12/07/2024,New York Mets,Colorado Rockies,7,6,New York Mets
12/07/2024,Cincinnati Reds,Miami Marlins,7,4,Cincinnati Reds
12/07/2024,Houston Astros,Texas Rangers,6,3,Houston Astros
12/07/2024,Chicago White Sox,Pittsburgh Pirates,1,4,Pittsburgh Pirates
12/07/2024,Milwaukee Brewers,Washington Nationals,2,5,Washington Nationals
12/07/2024,St. Louis Cardinals,Chicago Cubs,1,5,Chicago Cubs
12/07/2024,Los Angeles Angels,Seattle Mariners,6,5,Los Angeles Angels
12/07/2024,Arizona Diamondbacks,Toronto Blue Jays,5,4,Arizona Diamondbacks
12/07/2024,San Diego Padres,Atlanta Braves,1,6,Atlanta Braves
12/07/2024,San Francisco Giants,Minnesota Twins,7,1,San Francisco Giants
13/07/2024,Detroit Tigers,Los Angeles Dodgers,11,9,Detroit Tigers
13/07/2024,Chicago White Sox,Pittsburgh Pirates,2,6,Pittsburgh Pirates
13/07/2024,St. Louis Cardinals,Chicago Cubs,11,3,St. Louis Cardinals
13/07/2024,Philadelphia Phillies,Oakland Athletics,11,5,Philadelphia Phillies
13/07/2024,Baltimore Orioles,New York Yankees,1,6,New York Yankees
13/07/2024,Boston Red Sox,Kansas City Royals,5,0,Boston Red Sox
13/07/2024,New York Mets,Colorado Rockies,7,3,New York Mets
13/07/2024,Tampa Bay Rays,Cleveland Guardians,2,4,Cleveland Guardians
13/07/2024,Houston Astros,Texas Rangers,1,2,Texas Rangers
13/07/2024,Cincinnati Reds,Miami Marlins,10,6,Cincinnati Reds
13/07/2024,Milwaukee Brewers,Washington Nationals,5,6,Washington Nationals
13/07/2024,San Francisco Giants,Minnesota Twins,2,4,Minnesota Twins
13/07/2024,San Diego Padres,Atlanta Braves,4,0,San Diego Padres
13/07/2024,St. Louis Cardinals,Chicago Cubs,5,4,St. Louis Cardinals
13/07/2024,Los Angeles Angels,Seattle Mariners,2,1,Los Angeles Angels
13/07/2024,Arizona Diamondbacks,Toronto Blue Jays,12,1,Arizona Diamondbacks
14/07/2024,Baltimore Orioles,New York Yankees,6,5,Baltimore Orioles
14/07/2024,Boston Red Sox,Kansas City Royals,5,4,Boston Red Sox
14/07/2024,Philadelphia Phillies,Oakland Athletics,3,18,Oakland Athletics
14/07/2024,Detroit Tigers,Los Angeles Dodgers,4,3,Detroit Tigers
14/07/2024,New York Mets,Colorado Rockies,5,8,Colorado Rockies
14/07/2024,Tampa Bay Rays,Cleveland Guardians,2,0,Tampa Bay Rays
14/07/2024,Cincinnati Reds,Miami Marlins,2,3,Miami Marlins
14/07/2024,Houston Astros,Texas Rangers,2,4,Texas Rangers
14/07/2024,Chicago White Sox,Pittsburgh Pirates,4,9,Pittsburgh Pirates
14/07/2024,Milwaukee Brewers,Washington Nationals,9,3,Milwaukee Brewers
14/07/2024,St. Louis Cardinals,Chicago Cubs,3,8,Chicago Cubs
14/07/2024,San Francisco Giants,Minnesota Twins,3,2,San Francisco Giants
14/07/2024,Los Angeles Angels,Seattle Mariners,3,2,Los Angeles Angels
14/07/2024,Arizona Diamondbacks,Toronto Blue Jays,7,8,Toronto Blue Jays
14/07/2024,San Diego Padres,Atlanta Braves,3,6,Atlanta Braves
19/07/2024,Chicago Cubs,Arizona Diamondbacks,2,5,Arizona Diamondbacks
19/07/2024,Pittsburgh Pirates,Philadelphia Phillies,8,7,Pittsburgh Pirates
19/07/2024,Washington Nationals,Cincinnati Reds,8,5,Washington Nationals
19/07/2024,New York Yankees,Tampa Bay Rays,6,1,New York Yankees
19/07/2024,Toronto Blue Jays,Detroit Tigers,4,5,Detroit Tigers
19/07/2024,Cleveland Guardians,San Diego Padres,7,0,Cleveland Guardians
19/07/2024,Miami Marlins,New York Mets,6,4,Miami Marlins
19/07/2024,Texas Rangers,Baltimore Orioles,1,9,Baltimore Orioles
19/07/2024,Kansas City Royals,Chicago White Sox,7,1,Kansas City Royals
19/07/2024,Colorado Rockies,San Francisco Giants,7,3,Colorado Rockies
19/07/2024,Oakland Athletics,Los Angeles Angels,13,3,Oakland Athletics
19/07/2024,Los Angeles Dodgers,Boston Red Sox,4,1,Los Angeles Dodgers
19/07/2024,Seattle Mariners,Houston Astros,0,3,Houston Astros
20/07/2024,New York Yankees,Tampa Bay Rays,1,9,Tampa Bay Rays
20/07/2024,Atlanta Braves,St. Louis Cardinals,3,2,Atlanta Braves
20/07/2024,Toronto Blue Jays,Detroit Tigers,3,7,Detroit Tigers
20/07/2024,Oakland Athletics,Los Angeles Angels,8,2,Oakland Athletics
20/07/2024,Miami Marlins,New York Mets,0,1,New York Mets
20/07/2024,Pittsburgh Pirates,Philadelphia Phillies,4,1,Pittsburgh Pirates
20/07/2024,Washington Nationals,Cincinnati Reds,5,4,Washington Nationals
20/07/2024,Texas Rangers,Baltimore Orioles,4,8,Baltimore Orioles
20/07/2024,Cleveland Guardians,San Diego Padres,0,7,San Diego Padres
20/07/2024,Kansas City Royals,Chicago White Sox,6,1,Kansas City Royals
20/07/2024,Minnesota Twins,Milwaukee Brewers,4,8,Milwaukee Brewers
20/07/2024,Chicago Cubs,Arizona Diamondbacks,0,3,Arizona Diamondbacks
20/07/2024,Los Angeles Dodgers,Boston Red Sox,7,6,Los Angeles Dodgers
20/07/2024,Atlanta Braves,St. Louis Cardinals,5,9,St. Louis Cardinals
20/07/2024,Colorado Rockies,San Francisco Giants,4,3,Colorado Rockies
20/07/2024,Seattle Mariners,Houston Astros,2,4,Houston Astros
21/07/2024,Minnesota Twins,Milwaukee Brewers,7,8,Milwaukee Brewers
21/07/2024,Washington Nationals,Cincinnati Reds,5,2,Washington Nationals
21/07/2024,Pittsburgh Pirates,Philadelphia Phillies,0,6,Philadelphia Phillies
21/07/2024,Atlanta Braves,St. Louis Cardinals,2,6,St. Louis Cardinals
21/07/2024,New York Yankees,Tampa Bay Rays,4,6,Tampa Bay Rays
21/07/2024,Toronto Blue Jays,Detroit Tigers,5,4,Toronto Blue Jays
21/07/2024,Cleveland Guardians,San Diego Padres,1,2,San Diego Padres
21/07/2024,Miami Marlins,New York Mets,4,2,Miami Marlins
21/07/2024,Kansas City Royals,Chicago White Sox,4,1,Kansas City Royals
21/07/2024,Chicago Cubs,Arizona Diamondbacks,2,1,Chicago Cubs
21/07/2024,Texas Rangers,Baltimore Orioles,3,2,Texas Rangers
21/07/2024,Colorado Rockies,San Francisco Giants,2,3,San Francisco Giants
21/07/2024,Oakland Athletics,Los Angeles Angels,5,8,Los Angeles Angels
21/07/2024,Seattle Mariners,Houston Astros,6,4,Seattle Mariners
21/07/2024,Los Angeles Dodgers,Boston Red Sox,9,6,Los Angeles Dodgers
22/07/2024,New York Yankees,Tampa Bay Rays,9,1,New York Yankees
22/07/2024,Cleveland Guardians,Detroit Tigers,2,8,Detroit Tigers
22/07/2024,Pittsburgh Pirates,St. Louis Cardinals,2,1,Pittsburgh Pirates
22/07/2024,Miami Marlins,New York Mets,4,6,New York Mets
22/07/2024,Atlanta Braves,Cincinnati Reds,1,4,Cincinnati Reds
22/07/2024,Minnesota Twins,Philadelphia Phillies,7,2,Minnesota Twins
22/07/2024,Texas Rangers,Chicago White Sox,4,3,Texas Rangers
22/07/2024,Chicago Cubs,Milwaukee Brewers,3,1,Chicago Cubs
22/07/2024,Kansas City Royals,Arizona Diamondbacks,10,4,Kansas City Royals
22/07/2024,Colorado Rockies,Boston Red Sox,9,8,Colorado Rockies
22/07/2024,Oakland Athletics,Houston Astros,4,0,Oakland Athletics
22/07/2024,Seattle Mariners,Los Angeles Angels,1,3,Los Angeles Angels
22/07/2024,Los Angeles Dodgers,San Francisco Giants,3,2,Los Angeles Dodgers
23/07/2024,Cleveland Guardians,Detroit Tigers,5,4,Cleveland Guardians
23/07/2024,Pittsburgh Pirates,St. Louis Cardinals,1,2,St. Louis Cardinals
23/07/2024,Miami Marlins,Baltimore Orioles,6,3,Miami Marlins
23/07/2024,Washington Nationals,San Diego Padres,0,4,San Diego Padres
23/07/2024,New York Yankees,New York Mets,2,3,New York Mets
23/07/2024,Toronto Blue Jays,Tampa Bay Rays,2,4,Tampa Bay Rays
23/07/2024,Minnesota Twins,Philadelphia Phillies,0,3,Philadelphia Phillies
23/07/2024,Texas Rangers,Chicago White Sox,3,2,Texas Rangers
23/07/2024,Chicago Cubs,Milwaukee Brewers,0,1,Milwaukee Brewers
23/07/2024,Kansas City Royals,Arizona Diamondbacks,2,6,Arizona Diamondbacks
23/07/2024,Colorado Rockies,Boston Red Sox,0,6,Boston Red Sox
23/07/2024,Oakland Athletics,Houston Astros,8,2,Oakland Athletics
23/07/2024,Seattle Mariners,Los Angeles Angels,1,5,Los Angeles Angels
23/07/2024,Los Angeles Dodgers,San Francisco Giants,5,2,Los Angeles Dodgers
24/07/2024,Atlanta Braves,Cincinnati Reds,4,9,Cincinnati Reds
24/07/2024,Pittsburgh Pirates,St. Louis Cardinals,5,0,Pittsburgh Pirates
24/07/2024,Minnesota Twins,Philadelphia Phillies,5,4,Minnesota Twins
24/07/2024,Chicago Cubs,Milwaukee Brewers,2,3,Milwaukee Brewers
24/07/2024,Colorado Rockies,Boston Red Sox,20,7,Colorado Rockies
24/07/2024,Oakland Athletics,Houston Astros,1,8,Houston Astros
24/07/2024,Seattle Mariners,Los Angeles Angels,1,2,Los Angeles Angels
24/07/2024,Cleveland Guardians,Detroit Tigers,2,1,Cleveland Guardians
24/07/2024,Miami Marlins,Baltimore Orioles,6,3,Miami Marlins
24/07/2024,Washington Nationals,San Diego Padres,3,12,San Diego Padres
24/07/2024,New York Yankees,New York Mets,3,12,New York Mets
24/07/2024,Toronto Blue Jays,Tampa Bay Rays,6,3,Toronto Blue Jays
24/07/2024,Texas Rangers,Chicago White Sox,10,2,Texas Rangers
24/07/2024,Kansas City Royals,Arizona Diamondbacks,6,8,Arizona Diamondbacks
24/07/2024,Los Angeles Dodgers,San Francisco Giants,3,8,San Francisco Giants
25/07/2024,Washington Nationals,San Diego Padres,0,3,San Diego Padres
25/07/2024,Miami Marlins,Baltimore Orioles,6,7,Baltimore Orioles
25/07/2024,Cleveland Guardians,Detroit Tigers,0,3,Detroit Tigers
25/07/2024,Texas Rangers,Chicago White Sox,2,1,Texas Rangers
25/07/2024,Toronto Blue Jays,Tampa Bay Rays,0,13,Tampa Bay Rays
25/07/2024,Los Angeles Dodgers,San Francisco Giants,6,4,Los Angeles Dodgers
25/07/2024,New York Mets,Atlanta Braves,3,2,New York Mets
25/07/2024,Los Angeles Angels,Oakland Athletics,5,6,Oakland Athletics
26/07/2024,Detroit Tigers,Minnesota Twins,3,9,Minnesota Twins
26/07/2024,Philadelphia Phillies,Cleveland Guardians,1,3,Cleveland Guardians
26/07/2024,Tampa Bay Rays,Cincinnati Reds,2,3,Cincinnati Reds
26/07/2024,Baltimore Orioles,San Diego Padres,4,6,San Diego Padres
26/07/2024,Toronto Blue Jays,Texas Rangers,6,5,Toronto Blue Jays
26/07/2024,New York Mets,Atlanta Braves,8,4,New York Mets
26/07/2024,Boston Red Sox,New York Yankees,9,7,Boston Red Sox
26/07/2024,Kansas City Royals,Chicago Cubs,6,0,Kansas City Royals
26/07/2024,Houston Astros,Los Angeles Dodgers,5,0,Houston Astros
26/07/2024,Chicago White Sox,Seattle Mariners,0,10,Seattle Mariners
26/07/2024,Milwaukee Brewers,Miami Marlins,2,6,Miami Marlins
26/07/2024,St. Louis Cardinals,Washington Nationals,8,10,Washington Nationals
26/07/2024,Los Angeles Angels,Oakland Athletics,4,5,Oakland Athletics
26/07/2024,Arizona Diamondbacks,Pittsburgh Pirates,4,3,Arizona Diamondbacks
26/07/2024,San Francisco Giants,Colorado Rockies,11,4,San Francisco Giants
27/07/2024,Toronto Blue Jays,Texas Rangers,7,3,Toronto Blue Jays
27/07/2024,Baltimore Orioles,San Diego Padres,4,9,San Diego Padres
27/07/2024,Tampa Bay Rays,Cincinnati Reds,4,0,Tampa Bay Rays
27/07/2024,New York Mets,Atlanta Braves,0,4,Atlanta Braves
27/07/2024,Philadelphia Phillies,Cleveland Guardians,8,0,Philadelphia Phillies
27/07/2024,Detroit Tigers,Minnesota Twins,7,2,Detroit Tigers
27/07/2024,San Francisco Giants,Colorado Rockies,4,1,San Francisco Giants
27/07/2024,San Francisco Giants,Colorado Rockies,5,0,San Francisco Giants
27/07/2024,Kansas City Royals,Chicago Cubs,4,9,Chicago Cubs
27/07/2024,Houston Astros,Los Angeles Dodgers,7,6,Houston Astros
27/07/2024,Milwaukee Brewers,Miami Marlins,3,7,Miami Marlins
27/07/2024,St. Louis Cardinals,Washington Nationals,3,14,Washington Nationals
27/07/2024,Chicago White Sox,Seattle Mariners,3,6,Seattle Mariners
27/07/2024,Boston Red Sox,New York Yankees,8,11,New York Yankees
27/07/2024,Arizona Diamondbacks,Pittsburgh Pirates,9,5,Arizona Diamondbacks
27/07/2024,Los Angeles Angels,Oakland Athletics,1,3,Oakland Athletics
28/07/2024,Tampa Bay Rays,Cincinnati Reds,2,1,Tampa Bay Rays
28/07/2024,Baltimore Orioles,San Diego Padres,8,6,Baltimore Orioles
28/07/2024,Philadelphia Phillies,Cleveland Guardians,3,4,Cleveland Guardians
28/07/2024,Toronto Blue Jays,Texas Rangers,7,3,Toronto Blue Jays
28/07/2024,Detroit Tigers,Minnesota Twins,0,5,Minnesota Twins
28/07/2024,New York Mets,Atlanta Braves,2,9,Atlanta Braves
28/07/2024,Kansas City Royals,Chicago Cubs,3,7,Chicago Cubs
28/07/2024,Houston Astros,Los Angeles Dodgers,2,6,Los Angeles Dodgers
28/07/2024,Chicago White Sox,Seattle Mariners,3,6,Seattle Mariners
28/07/2024,Milwaukee Brewers,Miami Marlins,6,2,Milwaukee Brewers
28/07/2024,St. Louis Cardinals,Washington Nationals,4,3,St. Louis Cardinals
28/07/2024,San Francisco Giants,Colorado Rockies,5,4,San Francisco Giants
28/07/2024,Los Angeles Angels,Oakland Athletics,8,6,Los Angeles Angels
28/07/2024,Arizona Diamondbacks,Pittsburgh Pirates,5,6,Pittsburgh Pirates
28/07/2024,Boston Red Sox,New York Yankees,2,8,New York Yankees
29/07/2024,Baltimore Orioles,Toronto Blue Jays,11,5,Baltimore Orioles
29/07/2024,Baltimore Orioles,Toronto Blue Jays,4,8,Toronto Blue Jays
29/07/2024,Detroit Tigers,Cleveland Guardians,4,8,Cleveland Guardians
29/07/2024,Philadelphia Phillies,New York Yankees,4,14,New York Yankees
29/07/2024,Cincinnati Reds,Chicago Cubs,7,1,Cincinnati Reds
29/07/2024,Boston Red Sox,Seattle Mariners,14,7,Boston Red Sox
29/07/2024,New York Mets,Minnesota Twins,15,2,New York Mets
29/07/2024,St. Louis Cardinals,Texas Rangers,3,6,Texas Rangers
29/07/2024,Houston Astros,Pittsburgh Pirates,3,5,Pittsburgh Pirates
29/07/2024,Chicago White Sox,Kansas City Royals,5,8,Kansas City Royals
29/07/2024,Milwaukee Brewers,Atlanta Braves,8,3,Milwaukee Brewers
29/07/2024,Arizona Diamondbacks,Washington Nationals,9,8,Arizona Diamondbacks
30/07/2024,Detroit Tigers,Cleveland Guardians,0,5,Cleveland Guardians
30/07/2024,Baltimore Orioles,Toronto Blue Jays,6,2,Baltimore Orioles
30/07/2024,Philadelphia Phillies,New York Yankees,6,7,New York Yankees
30/07/2024,Tampa Bay Rays,Miami Marlins,9,3,Tampa Bay Rays
30/07/2024,Cincinnati Reds,Chicago Cubs,6,3,Cincinnati Reds
30/07/2024,Boston Red Sox,Seattle Mariners,6,10,Seattle Mariners
30/07/2024,New York Mets,Minnesota Twins,2,0,New York Mets
30/07/2024,St. Louis Cardinals,Texas Rangers,8,1,St. Louis Cardinals
30/07/2024,Houston Astros,Pittsburgh Pirates,2,6,Pittsburgh Pirates
30/07/2024,Chicago White Sox,Kansas City Royals,3,4,Kansas City Royals
30/07/2024,Milwaukee Brewers,Atlanta Braves,1,5,Atlanta Braves
30/07/2024,Los Angeles Angels,Colorado Rockies,10,7,Los Angeles Angels
30/07/2024,Arizona Diamondbacks,Washington Nationals,17,0,Arizona Diamondbacks
30/07/2024,San Diego Padres,Los Angeles Dodgers,6,5,San Diego Padres
30/07/2024,San Francisco Giants,Oakland Athletics,2,5,Oakland Athletics
09/09/2024,Atlanta Braves,Cincinnati Reds,0,1,Cincinnati Reds
31/07/2024,Tampa Bay Rays,Miami Marlins,2,6,Miami Marlins
31/07/2024,Baltimore Orioles,Toronto Blue Jays,10,4,Baltimore Orioles
31/07/2024,Philadelphia Phillies,New York Yankees,5,6,New York Yankees
31/07/2024,New York Mets,Minnesota Twins,3,8,Minnesota Twins
31/07/2024,Chicago White Sox,Kansas City Royals,3,10,Kansas City Royals
31/07/2024,Milwaukee Brewers,Atlanta Braves,2,6,Atlanta Braves
31/07/2024,St. Louis Cardinals,Texas Rangers,10,1,St. Louis Cardinals
31/07/2024,Arizona Diamondbacks,Washington Nationals,5,4,Arizona Diamondbacks
31/07/2024,Boston Red Sox,Seattle Mariners,3,2,Boston Red Sox
31/07/2024,Cincinnati Reds,Chicago Cubs,4,13,Chicago Cubs
31/07/2024,Houston Astros,Pittsburgh Pirates,5,4,Houston Astros
31/07/2024,San Diego Padres,Los Angeles Dodgers,8,1,San Diego Padres
31/07/2024,Los Angeles Angels,Colorado Rockies,1,2,Colorado Rockies
31/07/2024,San Francisco Giants,Oakland Athletics,1,0,San Francisco Giants
01/08/2024,Cleveland Guardians,Baltimore Orioles,10,3,Cleveland Guardians
01/08/2024,Detroit Tigers,Kansas City Royals,1,7,Kansas City Royals
01/08/2024,Atlanta Braves,Miami Marlins,4,2,Atlanta Braves
01/08/2024,Chicago Cubs,St. Louis Cardinals,5,4,Chicago Cubs
01/08/2024,Los Angeles Angels,Colorado Rockies,4,5,Colorado Rockies
02/08/2024,Chicago Cubs,St. Louis Cardinals,6,3,Chicago Cubs
02/08/2024,Detroit Tigers,Kansas City Royals,2,9,Kansas City Royals
02/08/2024,Pittsburgh Pirates,Arizona Diamondbacks,8,9,Arizona Diamondbacks
